iter	Logloss
481	0.05700519701
482	0.05681636339
483	0.05660494613
484	0.05640464446
485	0.05624980761
486	0.05614394923
487	0.05593724061
488	0.0557757049
489	0.05561092439
490	0.05538279836
491	0.05523091449
492	0.05511361615
493	0.05493790895
494	0.05479200985
495	0.05473003938
496	0.05463059231
497	0.05448439117
498	0.05434869989
499	0.0541641442
500	0.05400768688
501	0.05389407508
502	0.05376074213
503	0.05358704327
504	0.05341265646
505	0.05326640371
506	0.05312469288
507	0.0529729581
508	0.05279697808
509	0.05264261377
510	0.05245662052
511	0.05225590726
512	0.05206876496
513	0.05193496887
514	0.05178126555
515	0.051611165
516	0.05146343538
517	0.05139417518
518	0.05126963784
519	0.05113105591
520	0.05101067539
521	0.05084232441
522	0.05071517509
523	0.050519669
524	0.05037158665
525	0.05027397275
526	0.05022520654
527	0.05011121125
528	0.04992794772
529	0.04982549436
530	0.04964884201
531	0.04947359203
532	0.04930988859
533	0.04922267236
534	0.04905680522
535	0.04890554907
536	0.04876424766
537	0.04869424607
538	0.04862062831
539	0.0485072344
540	0.04843405063
541	0.04830978232
542	0.04821632837
543	0.0481278342
544	0.04795910442
545	0.04782013517
546	0.04760489747
547	0.047494411
548	0.0473695081
549	0.04720746365
550	0.04703362625
551	0.04682194636
552	0.04672204658
553	0.04662045722
554	0.04642464809
555	0.04627425305
556	0.04613052941
557	0.04598340734
558	0.04589184183
559	0.04572234389
560	0.04556669943
561	0.04545303379
562	0.04530053002
563	0.04517762447
564	0.04501526469
565	0.04490021428
566	0.04472354542
567	0.04462378463
568	0.04446691476
569	0.04435631798
570	0.04423592957
571	0.04415023547
572	0.04404572791
573	0.04393331706
574	0.04381754307
575	0.04368612209
576	0.04364929176
577	0.04351616047
578	0.04333760451
579	0.04327451675
580	0.04321513974
581	0.04307282087
582	0.04292684077
583	0.04284435698
584	0.0427064925
585	0.04263628753
586	0.0425689066
587	0.04246097616
588	0.04239940009
589	0.04230272071
590	0.04218752437
591	0.04204304816
592	0.04194443198
593	0.04182970161
594	0.04168224454
595	0.04158619668
596	0.04154411146
597	0.04146560267
598	0.04133351477
599	0.0412841764
600	0.0411934938
601	0.04110764876
602	0.04101077593
603	0.04089988396
604	0.04081927597
605	0.04071219397
606	0.04059014404
607	0.04048916652
608	0.04040790195
609	0.04030072025
610	0.0401924024
611	0.04010841471
612	0.04003700999
613	0.03996221687
614	0.03986092267
615	0.03976580913
616	0.0396746426
617	0.03959162777
618	0.03946929517
619	0.03937493564
620	0.03928090677
621	0.03914790454
622	0.0390420809
623	0.03895007451
624	0.03880126793
625	0.03870829278
626	0.03861303079
627	0.03854464702
628	0.03847755042
629	0.03839922643
630	0.03829367981
631	0.03820796465
632	0.03808866826
633	0.03801567961
634	0.03787995986
635	0.03775376485
636	0.03764126448
637	0.03758818718
638	0.037486783
639	0.03738380178
640	0.03732569162
641	0.03726088111
642	0.03715889168
643	0.03703115059
644	0.0369344433
645	0.03684402331
646	0.03673918339
647	0.0366562861
648	0.03652774217
649	0.03647507219
650	0.03643505123
651	0.03637850421
652	0.03629820893
653	0.03627145852
654	0.03616979913
655	0.03609594496
656	0.03598820126
657	0.03591231564
658	0.03579089514
659	0.03572627543
660	0.03562997352
661	0.03555527075
662	0.03550796413
663	0.03544163254
664	0.03534745922
665	0.03528242952
666	0.03523600879
667	0.03514075865
668	0.03506386876
669	0.03500496787
670	0.03495482019
671	0.0348601073
672	0.03475731613
673	0.03468283381
674	0.03460074767
675	0.03445262841
676	0.03430883315
677	0.0342086524
678	0.03412471702
679	0.03406782325
680	0.03399332219
681	0.03394423685
682	0.03386695853
683	0.03377596998
684	0.03370865631
685	0.03363734525
686	0.03356743211
687	0.03345911854
688	0.03341623626
689	0.03338476685
690	0.03332805109
691	0.03328021173
692	0.03322115556
693	0.03313995133
694	0.03306123935
695	0.03295959466
696	0.03285672344
697	0.03276707139
698	0.03270605474
699	0.03258849157
700	0.03253816725
701	0.03248358788
702	0.03239770288
703	0.03225019017
704	0.03221122962
705	0.03212790976
706	0.0320426266
707	0.03192465449
708	0.0318471489
709	0.03173696126
710	0.03165350262
711	0.03157893657
712	0.03153896162
713	0.03143341016
714	0.03135618394
715	0.03126526345
716	0.03122649451
717	0.03114970026
718	0.0310915408
719	0.03100068073
720	0.03094178687
721	0.03086852684
722	0.03083322558
723	0.03072038874
724	0.03067735962
725	0.03059453635
726	0.03051386167
727	0.03041368281
728	0.03035794994
729	0.03025862716
730	0.03019097655
731	0.03014706863
732	0.03010322288
733	0.03004598538
734	0.03002041939
735	0.02995921154
736	0.02991715466
737	0.02987732484
738	0.02978477111
739	0.02969275268
740	0.02961844138
741	0.02955447566
742	0.02949418524
743	0.02937839386
744	0.0292928769
745	0.0291904367
746	0.02909979246
747	0.02901112149
748	0.02894990732
749	0.02889510249
750	0.02884066839
751	0.02878053398
752	0.02873982938
753	0.02867976054
754	0.02864382579
755	0.02859754052
756	0.0285733939
757	0.0285135369
758	0.0284366143
759	0.02837877926
760	0.02831774888
761	0.02825455843
762	0.02823030921
763	0.02818052112
764	0.02809410647
765	0.02801073352
766	0.02790618488
767	0.02786636245
768	0.02777972768
769	0.0276968671
770	0.02763497451
771	0.02760729796
772	0.02758308831
773	0.02752912444
774	0.02746694601
775	0.02741283255
776	0.02732039332
777	0.02727759624
778	0.02721543047
779	0.02718500793
780	0.02716610268
781	0.02712466479
782	0.02710520856
783	0.02706234425
784	0.02701976968
785	0.0269753804
786	0.02692516858
787	0.0268552956
788	0.02681421755
789	0.02678368947
790	0.02671137664
791	0.02665928342
792	0.0266058767
793	0.02656403729
794	0.02651012284
795	0.0264660628
796	0.02642410742
797	0.02633325034
798	0.02628316834
799	0.0262385881
800	0.02621480772
801	0.02619204788
802	0.02610376773
803	0.02603850069
804	0.02597372878
805	0.02593279943
806	0.02581456375
807	0.02576975753
808	0.02573326793
809	0.02566056228
810	0.0255829898
811	0.02554513351
812	0.02549423997
813	0.0254288209
814	0.02539609474
815	0.02534679704
816	0.02529499775
817	0.02520691217
818	0.02516781186
819	0.02511626742
820	0.02504123863
821	0.02500028036
822	0.02496603729
823	0.02488886305
824	0.02483227704
825	0.02479736003
826	0.0247596877
827	0.02469125402
828	0.02465170623
829	0.02459319368
830	0.02449361253
831	0.02443790292
832	0.02438006127
833	0.02433565965
834	0.02426107422
835	0.02419053259
836	0.0241515508
837	0.0241152086
838	0.02407419025
839	0.02404089486
840	0.02394308717
841	0.02391753319
842	0.02389865646
843	0.02384239666
844	0.02379380672
845	0.02376553558
846	0.02370838109
847	0.02367846192
848	0.0236062861
849	0.0235668219
850	0.02353372676
